yyyymm,Index,D12,E12,b/m,tbl,AAA,BAA,lty,ntis,Rfree,infl,ltr,corpr,svar,csp,CRSP_SPvw,CRSP_SPvwx
197301,116.03,3.1567,6.5467,0.6081960321,0.0541,0.0715,0.0790,0.0685,0.0356463851,0.0045083333,0.0023529412,-0.0321,-0.0054,0.0005156282,-0.0001203033,-0.016752,-0.018044
197302,111.68,3.1633,6.6733,0.6361837352,0.0560,0.0722,0.0797,0.0688,0.0362996209,0.0046666667,0.0070422535,0.0014,0.0023,0.0012645717,-0.0002073298,-0.033818,-0.038229
197303,111.52,3.1700,6.8000,0.6760181281,0.0609,0.0729,0.0803,0.0686,0.0367061796,0.0050750000,0.0093240093,0.0082,0.0045,0.0015575427,-0.0006958590,-0.001093,-0.002089
197304,106.97,3.1867,6.9433,0.6977198485,0.0626,0.0726,0.0809,0.0687,0.0378329492,0.0052166667,0.0069284065,0.0046,0.0061,0.0015175409,0.0001653627,-0.040064,-0.041236
197305,104.95,3.2033,7.0867,0.7132159617,0.0636,0.0729,0.0806,0.0703,0.0396012128,0.0053000000,0.0068807339,-0.0105,-0.0039,0.0030774624,-0.0000733602,-0.013950,-0.019002
197306,104.26,3.2200,7.2300,0.7209743078,0.0719,0.0737,0.0813,0.0710,0.0390129564,0.0059916667,0.0068337130,-0.0021,-0.0056,0.0021645977,0.0007439782,-0.005178,-0.006522
197307,108.22,3.2367,7.3833,0.6939766839,0.0801,0.0745,0.0824,0.0760,0.0373497230,0.0066750000,0.0022624434,-0.0433,-0.0476,0.0018680183,0.0002390300,0.039128,0.037679
197308,104.25,3.2533,7.5367,0.7243372354,0.0867,0.0768,0.0853,0.0728,0.0373891782,0.0072250000,0.0180586907,0.0391,0.0356,0.0010958564,0.0002520752,-0.031544,-0.036505
197309,108.43,3.2700,7.6900,0.6788089959,0.0829,0.0763,0.0863,0.0703,0.0343616667,0.0069083333,0.0022172949,0.0318,0.0356,0.0009345469,-0.0000545824,0.042219,0.041038
197310,108.29,3.3067,7.8467,0.6720817914,0.0722,0.0760,0.0841,0.0689,0.0346599644,0.0060166667,0.0088495575,0.0215,-0.0066,0.0013447165,-0.0008873582,0.000312,-0.001560
197311,95.96,3.3433,8.0033,0.7818789906,0.0783,0.0767,0.0842,0.0712,0.0387358851,0.0065250000,0.0065789474,-0.0183,0.0078,0.0043697281,-0.0013245342,-0.107220,-0.113046
197312,97.55,3.3800,8.1600,0.7555884634,0.0745,0.0768,0.0848,0.0726,0.0130075907,0.0062083333,0.0065359477,-0.0082,-0.0089,0.0053583810,-0.0006401994,0.017971,0.016534
197401,96.57,3.4000,8.2267,0.7514464380,0.0777,0.0783,0.0848,0.0740,0.0116276377,0.0064750000,0.0086580087,-0.0083,-0.0053,0.0034095123,-0.0009367530,-0.008120,-0.009749
197402,96.22,3.4200,8.2933,0.7470977188,0.0712,0.0785,0.0853,0.0748,0.0109188903,0.0059333333,0.0128755365,-0.0024,0.0009,0.0018780140,-0.0009573139,0.001992,-0.003695
197403,93.98,3.4400,8.3600,0.8151840129,0.0796,0.0801,0.0862,0.0783,0.0104007259,0.0066333333,0.0127118644,-0.0292,-0.0307,0.0016936661,-0.0011670985,-0.021818,-0.023154
197404,90.31,3.4600,8.4867,0.8248580819,0.0833,0.0825,0.0887,0.0816,0.0096581924,0.0069416667,0.0041841004,-0.0253,-0.0341,0.0017291447,-0.0010474939,-0.037649,-0.039359
197405,87.28,3.4800,8.6133,0.8604161213,0.0823,0.0837,0.0905,0.0810,0.0092477938,0.0068583333,0.0125000000,0.0123,0.0105,0.0020987058,-0.0012379910,-0.026896,-0.033127
197406,86.00,3.5000,8.7400,0.8601587717,0.0790,0.0847,0.0927,0.0812,0.0080288183,0.0065833333,0.0082304527,0.0045,-0.0285,0.0023003407,-0.0016917665,-0.012816,-0.014583
197407,79.31,3.5300,8.8633,0.9112393224,0.0755,0.0872,0.0948,0.0823,0.0068398707,0.0062916667,0.0081632653,-0.0029,-0.0211,0.0049175339,-0.0019992526,-0.076698,-0.078500
197408,72.15,3.5600,8.9867,1.0171239942,0.0896,0.0900,0.0977,0.0855,0.0065558099,0.0074666667,0.0121457490,-0.0232,-0.0268,0.0047910494,-0.0023098100,-0.082177,-0.089737
197409,63.54,3.5900,9.1100,1.1354401435,0.0806,0.0924,0.1018,0.0837,0.0051379581,0.0067166667,0.0120000000,0.0247,0.0174,0.0078117151,-0.0017001444,-0.117511,-0.119578
197410,73.90,3.5933,9.0367,1.0370837841,0.0746,0.0927,0.1048,0.0795,0.0036397263,0.0062166667,0.0098814229,0.0489,0.0885,0.0100849538,-0.0018954501,0.168113,0.164814
197411,69.97,3.5967,8.9633,1.1156370220,0.0747,0.0889,0.1060,0.0771,0.0078153925,0.0062250000,0.0078277886,0.0295,0.0117,0.0035138385,-0.0018215318,-0.045688,-0.053816
197412,68.56,3.6000,8.8900,1.1200181747,0.0715,0.0889,0.1063,0.0760,0.0087725268,0.0059583333,0.0077669903,0.0171,-0.0075,0.0038144384,-0.0008304879,-0.018021,-0.020305
197501,76.98,3.6233,8.7433,0.9808296267,0.0626,0.0883,0.1081,0.0796,0.0085105021,0.0052166667,0.0038535645,0.0225,0.0596,0.0040172132,-0.0012299241,0.123610,0.121698
197502,81.59,3.6467,8.5967,0.9339016305,0.0550,0.0862,0.1065,0.0788,0.0116529153,0.0045833333,0.0076775432,0.0131,0.0137,0.0021790700,-0.0007081241,0.067460,0.059497
197503,83.36,3.6700,8.4500,0.9724663152,0.0549,0.0867,0.1048,0.0824,0.0204675495,0.0045750000,0.0038095238,-0.0267,-0.0247,0.0024026425,-0.0007042916,0.024014,0.022122
197504,87.30,3.6833,8.2867,0.9094893710,0.0561,0.0895,0.1058,0.0852,0.0224958917,0.0046750000,0.0037950664,-0.0182,-0.0052,0.0023137271,-0.0006734883,0.049424,0.047293
197505,91.15,3.6967,8.1233,0.8975236997,0.0523,0.0890,0.1069,0.0836,0.0229541379,0.0043583333,0.0056710775,0.0212,0.0106,0.0018071844,-0.0004098218,0.051193,0.044794
197506,95.19,3.7100,7.9600,0.8498390198,0.0534,0.0877,0.1062,0.0813,0.0229620268,0.0044500000,0.0075187970,0.0292,0.0304,0.0013533546,-0.0008054238,0.046220,0.044342
197507,88.75,3.7100,7.8933,0.8983656240,0.0613,0.0884,0.1055,0.0829,0.0256282824,0.0051083333,0.0111940299,-0.0087,-0.0030,0.0012444147,-0.0011820990,-0.065504,-0.067553
197508,86.88,3.7100,7.8267,0.8942466541,0.0644,0.0895,0.1059,0.0844,0.0263662032,0.0053666667,0.0018450185,-0.0068,-0.0175,0.0023431572,-0.0015740132,-0.015663,-0.021731
197509,83.87,3.7100,7.7600,0.9409482541,0.0642,0.0895,0.1061,0.0862,0.0279191727,0.0053500000,0.0055248619,-0.0098,-0.0126,0.0023045866,-0.0014922567,-0.032250,-0.034226
197510,89.04,3.7000,7.8267,0.8934979188,0.0596,0.0886,0.1062,0.0819,0.0258975502,0.0049666667,0.0054945055,0.0475,0.0553,0.0021546397,-0.0015430243,0.064855,0.062135
197511,91.24,3.6900,7.8933,0.8679284743,0.0548,0.0878,0.1056,0.0838,0.0246217695,0.0045666667,0.0072859745,-0.0109,-0.0088,0.0008127011,-0.0016529119,0.030089,0.023996
197512,90.19,3.6800,7.9600,0.8763388510,0.0544,0.0879,0.1056,0.0805,0.0237105544,0.0045333333,0.0036166365,0.0390,0.0442,0.0013308075,-0.0004651156,-0.010485,-0.012296
197601,100.86,3.6833,8.1933,0.7659338857,0.0487,0.0860,0.1041,0.0802,0.0218515170,0.0040583333,0.0018018018,0.0090,0.0188,0.0019782975,-0.0001102926,0.120143,0.118545
197602,99.71,3.6867,8.4267,0.7680365203,0.0488,0.0855,0.1024,0.0802,0.0222326201,0.0040666667,0.0035971223,0.0062,0.0061,0.0012214251,-0.0001707836,-0.005756,-0.011620
197603,102.77,3.6900,8.6600,0.7840312172,0.0500,0.0852,0.1012,0.0792,0.0150717935,0.0041666667,0.0017921147,0.0166,0.0167,0.0012657167,-0.0004387984,0.032640,0.030786
197604,101.64,3.7133,8.8567,0.7860761398,0.0486,0.0840,0.0994,0.0797,0.0142404918,0.0040500000,0.0035778175,0.0018,-0.0015,0.0010071297,-0.0013534097,-0.009610,-0.010699
197605,100.18,3.7367,9.0533,0.8035027635,0.0520,0.0858,0.0986,0.0821,0.0141486947,0.0043333333,0.0071301248,-0.0158,-0.0103,0.0009365060,-0.0010527004,-0.008116,-0.015026
197606,104.28,3.7600,9.2500,0.7814276312,0.0541,0.0862,0.0989,0.0807,0.0189251529,0.0045083333,0.0053097345,0.0208,0.0150,0.0009716004,-0.0012775825,0.043959,0.042158
197607,103.44,3.7900,9.3500,0.7958238544,0.0523,0.0856,0.0982,0.0805,0.0188420763,0.0043583333,0.0052816901,0.0078,0.0149,0.0004871702,-0.0014411039,-0.007202,-0.008454
197608,102.91,3.8200,9.4500,0.8047322694,0.0514,0.0845,0.0964,0.0790,0.0206288123,0.0042833333,0.0052539405,0.0211,0.0231,0.0007445453,-0.0012977566,0.001599,-0.004982
197609,105.24,3.8500,9.5500,0.7913632737,0.0508,0.0838,0.0940,0.0781,0.0237822306,0.0042333333,0.0034843206,0.0145,0.0167,0.0008906832,-0.0014566973,0.024421,0.022670
197610,102.90,3.9167,9.6700,0.8120796327,0.0492,0.0832,0.0929,0.0779,0.0255689945,0.0041000000,0.0052083333,0.0084,0.0070,0.0012700020,-0.0011566296,-0.020211,-0.021995
197611,102.10,3.9833,9.7900,0.8272629379,0.0475,0.0825,0.0923,0.0749,0.0278950666,0.0039583333,0.0017271157,0.0339,0.0319,0.0011179290,-0.0009224102,-0.001041,-0.008628
197612,107.46,4.0500,9.9100,0.7799731250,0.0435,0.0798,0.0912,0.0721,0.0285670738,0.0036250000,0.0034482759,0.0327,0.0347,0.0005762291,-0.0011227041,0.053775,0.052170
197701,102.03,4.0967,9.9667,0.8210652053,0.0462,0.0796,0.0908,0.0764,0.0296004792,0.0038500000,0.0051546392,-0.0388,-0.0303,0.0006956395,-0.0015928437,-0.049654,-0.051167
197702,99.82,4.1433,10.0233,0.8368039982,0.0467,0.0804,0.0912,0.0775,0.0279709434,0.0038916667,0.0102564103,-0.0049,-0.0020,0.0003346787,-0.0016537032,-0.015638,-0.022400
197703,98.42,4.1900,10.0800,0.8684299283,0.0460,0.0810,0.0912,0.0772,0.0303390228,0.0038333333,0.0067681895,0.0091,0.0094,0.0006657457,-0.0017320885,-0.012502,-0.014548
197704,98.44,4.2467,10.1933,0.8611500701,0.0454,0.0804,0.0907,0.0771,0.0311410197,0.0037833333,0.0084033613,0.0071,0.0100,0.0009848685,-0.0016386999,0.000641,-0.000503
197705,96.12,4.3033,10.3067,0.8882113369,0.0496,0.0805,0.0901,0.0765,0.0353171813,0.0041333333,0.0050000000,0.0125,0.0106,0.0006347988,-0.0013541819,-0.015064,-0.023541
197706,100.48,4.3600,10.4200,0.8711120812,0.0502,0.0795,0.0891,0.0754,0.0319429678,0.0041833333,0.0066334992,0.0164,0.0175,0.0005633536,-0.0015935849,0.047776,0.045705
197707,98.85,4.4067,10.5167,0.8967833991,0.0519,0.0794,0.0887,0.0768,0.0331842645,0.0043250000,0.0049423394,-0.0070,-0.0005,0.0005946918,-0.0016868214,-0.015453,-0.016589
197708,96.77,4.4533,10.6133,0.9265342604,0.0549,0.0798,0.0882,0.0754,0.0337533900,0.0045750000,0.0032786885,0.0198,0.0136,0.0005824518,-0.0016663590,-0.012310,-0.020221
197709,96.53,4.5000,10.7100,0.9422625161,0.0581,0.0792,0.0880,0.0764,0.0323701628,0.0048416667,0.0032679739,-0.0029,-0.0022,0.0004631835,-0.0018026906,-0.000825,-0.003084
197710,92.34,4.5567,10.7700,0.9753772836,0.0616,0.0804,0.0889,0.0781,0.0327773201,0.0051333333,0.0032573290,-0.0093,-0.0038,0.0007261662,-0.0012570464,-0.041984,-0.043869
197711,94.83,4.6133,10.8300,0.9620344703,0.0610,0.0808,0.0895,0.0777,0.0292192793,0.0050833333,0.0048701299,0.0093,0.0061,0.0013875174,-0.0012900084,0.036752,0.026953
197712,95.10,4.6700,10.8900,0.9603330245,0.0607,0.0819,0.0899,0.0803,0.0304775093,0.0050583333,0.0032310178,-0.0168,-0.0105,0.0006266257,-0.0018338899,0.005570,0.003637
197801,89.25,4.7133,10.9000,1.0367310889,0.0644,0.0841,0.0917,0.0816,0.0288159030,0.0053666667,0.0064412238,-0.0080,-0.0089,0.0009080559,-0.0018933608,-0.060643,-0.062611
197802,87.04,4.7567,10.9100,1.0755672937,0.0645,0.0847,0.0920,0.0822,0.0311705955,0.0053750000,0.0064000000,0.0004,0.0051,0.0006698867,-0.0015512130,-0.016260,-0.024938
197803,89.21,4.8000,10.9200,1.1114925531,0.0629,0.0847,0.0922,0.0831,0.0275711776,0.0052416667,0.0079491256,-0.0021,0.0042,0.0006228548,-0.0013817078,0.026925,0.024356
197804,96.83,4.8367,11.0233,1.0053504037,0.0629,0.0856,0.0932,0.0838,0.0229474121,0.0052416667,0.0078864353,-0.0005,-0.0023,0.0017411612,-0.0019860558,0.088964,0.087593
197805,97.24,4.8733,11.1267,1.0014156386,0.0641,0.0869,0.0949,0.0852,0.0165607186,0.0053416667,0.0093896714,-0.0058,-0.0108,0.0010850590,-0.0023334338,0.013719,0.004436
197806,95.53,4.9100,11.2300,1.0279015813,0.0673,0.0876,0.0960,0.0865,0.0165240947,0.0056083333,0.0108527132,-0.0062,0.0023,0.0010274112,-0.0018349394,-0.016578,-0.018953
197807,100.68,4.9467,11.3433,0.9762603361,0.0701,0.0888,0.0960,0.0858,0.0146719438,0.0058416667,0.0076687117,0.0143,0.0101,0.0008499304,-0.0015001826,0.056974,0.055121
197808,103.29,4.9833,11.4567,0.9600602176,0.0708,0.0869,0.0948,0.0843,0.0120253474,0.0059000000,0.0045662100,0.0218,0.0257,0.0010022445,-0.0018316643,0.033641,0.025563
197809,102.54,5.0200,11.5700,0.9722575131,0.0785,0.0869,0.0942,0.0860,0.0127271428,0.0065416667,0.0075757576,-0.0106,-0.0048,0.0009480155,-0.0025993048,-0.005163,-0.007483
197810,93.15,5.0367,11.8233,1.0622752224,0.0799,0.0889,0.0959,0.0889,0.0143770039,0.0066583333,0.0090225564,-0.0200,-0.0205,0.0021000224,-0.0018702195,-0.089570,-0.092269
197811,94.70,5.0533,12.0767,1.0535274020,0.0864,0.0903,0.0983,0.0877,0.0141150138,0.0072000000,0.0044709389,0.0189,0.0134,0.0031809042,-0.0018611309,0.026771,0.017400
197812,96.11,5.0700,12.3300,1.0457012956,0.0908,0.0916,0.0994,0.0898,0.0148758255,0.0075666667,0.0044510386,-0.0130,-0.0133,0.0016656709,-0.0015481539,0.016627,0.014264
197901,99.93,5.1133,12.6533,1.0030742833,0.0935,0.0925,0.1013,0.0886,0.0144509935,0.0077916667,0.0088626292,0.0191,0.0184,0.0010011250,-0.0018498194,0.042697,0.040161
197902,96.28,5.1567,12.9767,1.0407754507,0.0932,0.0926,0.1008,0.0908,0.0122934219,0.0077666667,0.0117130307,-0.0135,-0.0128,0.0008140593,-0.0013147274,-0.028649,-0.036958
197903,101.59,5.2000,13.3000,1.0330789394,0.0948,0.0937,0.1026,0.0902,0.0117321950,0.0079000000,0.0101302460,0.0129,0.0106,0.0008007712,-0.0013499220,0.057361,0.054825
197904,101.76,5.2467,13.5267,1.0418762428,0.0946,0.0938,0.1033,0.0922,0.0116312791,0.0078833333,0.0114613181,-0.0112,-0.0052,0.0006468290,-0.0015582344,0.004183,0.002218
197905,99.08,5.2933,13.7533,1.0831418044,0.0961,0.0950,0.1047,0.0903,0.0142458479,0.0080083333,0.0127478754,0.0261,0.0228,0.0009242333,-0.0014325784,-0.016818,-0.026303
197906,102.91,5.3400,13.9800,1.0578636072,0.0906,0.0929,0.1038,0.0877,0.0121287304,0.0075500000,0.0111888112,0.0311,0.0269,0.0005714583,-0.0013276842,0.040324,0.037792
197907,103.81,5.3967,14.1967,1.0523144538,0.0924,0.0920,0.1029,0.0895,0.0097380422,0.0077000000,0.0110650069,-0.0085,-0.0031,0.0007076845,-0.0009540757,0.012051,0.009737
197908,109.32,5.4533,14.4133,1.0034586483,0.0952,0.0923,0.1035,0.0907,0.0116047505,0.0079333333,0.0095759234,-0.0035,0.0006,0.0005064556,-0.0011714120,0.061865,0.053222
197909,109.32,5.5100,14.6300,1.0137949874,0.1026,0.0944,0.1054,0.0927,0.0094391886,0.0085500000,0.0108401084,-0.0122,-0.0179,0.0012330846,-0.0014195561,0.001416,-0.000872
197910,101.82,5.5567,14.7067,1.0919455682,0.1170,0.1013,0.1140,0.1034,0.0102474607,0.0097500000,0.0080428954,-0.0841,-0.0890,0.0025893399,-0.0012554812,-0.065560,-0.068517
197911,106.16,5.6033,14.7833,1.0831154618,0.1179,0.1076,0.1199,0.1009,0.0108145338,0.0098250000,0.0093085106,0.0311,0.0222,0.0015583743,-0.0008445089,0.052777,0.043570
197912,107.94,5.6500,14.8600,1.0619500680,0.1204,0.1074,0.1206,0.1012,0.0105491142,0.0100333333,0.0105401845,0.0057,-0.0108,0.0004696550,-0.0003711309,0.018340,0.015892
198001,114.16,5.7000,15.0033,1.0169549580,0.1200,0.1109,0.1242,0.1114,0.0112975739,0.0100000000,0.0143415906,-0.0741,-0.0645,0.0019064010,-0.0002951250,0.061308,0.058935
198002,113.66,5.7500,15.1467,1.0319299303,0.1286,0.1238,0.1357,0.1186,0.0108272214,0.0107166667,0.0141388175,-0.0467,-0.0665,0.0018976087,-0.0008211683,0.002611,-0.005574
198003,102.09,5.8000,15.2900,1.0937321031,0.1520,0.1296,0.1445,0.1239,0.0118769907,0.0126666667,0.0152091255,-0.0315,-0.0062,0.0046218715,-0.0004846084,-0.097518,-0.100096
198004,106.29,5.8467,15.1733,1.0518199398,0.1320,0.1204,0.1419,0.1076,0.0153471360,0.0110000000,0.0112359551,0.1523,0.1376,0.0027455738,-0.0002650010,0.042394,0.039877
198005,111.24,5.8933,15.0567,1.0100487748,0.0858,0.1099,0.1317,0.1037,0.0150514823,0.0071500000,0.0098765432,0.0419,0.0560,0.0015097515,-0.0001539688,0.055560,0.046651
198006,114.24,5.9400,14.9400,0.9901834270,0.0707,0.1058,0.1271,0.1006,0.0153044197,0.0058916667,0.0110024450,0.0359,0.0341,0.0013710672,0.0004203133,0.029722,0.026895
198007,121.67,5.9833,14.8400,0.9188299192,0.0806,0.1107,0.1265,0.1074,0.0201537398,0.0067166667,0.0000000000,-0.0476,-0.0429,0.0013628286,0.0007490105,0.068200,0.065630
198008,122.38,6.0267,14.7400,0.9215196389,0.0913,0.1164,0.1315,0.1140,0.0199501143,0.0076083333,0.0072551391,-0.0432,-0.0445,0.0017081321,0.0008182502,0.013454,0.006030
198009,125.46,6.0700,14.6400,0.9216876515,0.1027,0.1202,0.1370,0.1185,0.0237963237,0.0085583333,0.0084033613,-0.0262,-0.0237,0.0026574069,0.0007654027,0.027935,0.025155
198010,127.47,6.1000,14.7000,0.9295936138,0.1162,0.1231,0.1423,0.1231,0.0227696300,0.0096833333,0.0095238095,-0.0263,-0.0159,0.0021906356,0.0014456625,0.017809,0.014742
198011,140.52,6.1300,14.7600,0.8651619788,0.1373,0.1297,0.1464,0.1230,0.0219495721,0.0114416667,0.0082547170,0.0100,0.0017,0.0024190922,0.0013118477,0.109910,0.103015
198012,135.76,6.1600,14.8200,0.8915030239,0.1549,0.1321,0.1514,0.1199,0.0268169809,0.0129083333,0.0093567251,0.0352,0.0248,0.0029514871,0.0010201575,-0.030634,-0.033006
198101,129.55,6.2000,14.7400,0.9072386965,0.1502,0.1281,0.1503,0.1211,0.0286956324,0.0125166667,0.0081112399,-0.0115,-0.0130,0.0015974401,0.0007105859,-0.043370,-0.045036
198102,131.27,6.2400,14.6600,0.8818157565,0.1479,0.1335,0.1537,0.1283,0.0300094597,0.0123250000,0.0103448276,-0.0435,-0.0269,0.0015308962,0.0007315691,0.021267,0.013492
198103,136.00,6.2800,14.5800,0.9249205574,0.1336,0.1333,0.1534,0.1248,0.0279399705,0.0111333333,0.0068259386,0.0384,0.0311,0.0020759591,0.0004488745,0.038285,0.035426
198104,132.81,6.3167,14.7233,0.9305938361,0.1369,0.1388,0.1556,0.1332,0.0273523092,0.0114083333,0.0067796610,-0.0518,-0.0769,0.0008320089,0.0004158480,-0.020211,-0.021967
198105,132.59,6.3533,14.8667,0.9362238467,0.1630,0.1432,0.1595,0.1265,0.0288446572,0.0135833333,0.0078563412,0.0622,0.0595,0.0009216926,-0.0000003183,0.006539,-0.001124
198106,131.21,6.3900,15.0100,0.9504749816,0.1473,0.1375,0.1580,0.1304,0.0278933452,0.0122750000,0.0089086860,-0.0179,0.0023,0.0009955356,-0.0000570271,-0.008255,-0.011180
198107,130.92,6.4333,15.0967,0.9749669236,0.1495,0.1438,0.1617,0.1370,0.0255901613,0.0124583333,0.0110375276,-0.0353,-0.0372,0.0011029937,-0.0003242940,0.000714,-0.000946
198108,122.79,6.4767,15.1833,1.0533540563,0.1551,0.1489,0.1634,0.1445,0.0269913487,0.0129250000,0.0076419214,-0.0386,-0.0345,0.0018249363,-0.0008086402,-0.055540,-0.063659
198109,116.18,6.5200,15.2700,1.0923786442,0.1470,0.1549,0.1692,0.1482,0.0214834915,0.0122500000,0.0097508126,-0.0145,-0.0199,0.0027612426,-0.0005421827,-0.050466,-0.053500
198110,121.89,6.5567,15.3000,1.0890856841,0.1354,0.1540,0.1711,0.1384,0.0148969799,0.0112833333,0.0021459227,0.0829,0.0521,0.0020782695,-0.0008184993,0.052115,0.048694
198111,126.35,6.5933,15.3300,1.0444554433,0.1086,0.1422,0.1639,0.1220,0.0156728015,0.0090500000,0.0032119914,0.1410,0.1267,0.0015040109,-0.0010171618,0.043827,0.035918
198112,122.55,6.6300,15.3600,1.0611428571,0.1085,0.1423,0.1655,0.1334,0.0119092694,0.0090416667,0.0032017076,-0.0713,-0.0580,0.0009058379,-0.0012794664,-0.027059,-0.029745
198201,120.40,6.6600,15.1767,1.0658936976,0.1228,0.1518,0.1710,0.1415,0.0107004827,0.0102333333,0.0031914894,0.0046,-0.0129,0.0025218906,-0.0018827690,-0.015367,-0.016874
198202,113.11,6.6900,14.9933,1.1262873155,0.1348,0.1527,0.1718,0.1402,0.0105061981,0.0112333333,0.0031813362,0.0182,0.0312,0.0019182649,-0.0020617645,-0.050441,-0.059588
198203,111.96,6.7200,14.8100,1.1857505743,0.1268,0.1458,0.1682,0.1387,0.0055484764,0.0105666667,-0.0010570825,0.0231,0.0306,0.0017951984,-0.0018891454,-0.006805,-0.010463
198204,116.44,6.7500,14.5967,1.1499834976,0.1270,0.1446,0.1678,0.1348,0.0029237703,0.0105833333,0.0042328042,0.0373,0.0338,0.0012468066,-0.0019337418,0.041550,0.040063
198205,111.88,6.7800,14.3833,1.1904238963,0.1209,0.1426,0.1664,0.1358,-0.0009578971,0.0100750000,0.0094836670,0.0034,0.0245,0.0008548065,-0.0021173595,-0.029505,-0.039834
198206,109.61,6.8100,14.1700,1.2015814171,0.1247,0.1481,0.1692,0.1412,0.0012132123,0.0103916667,0.0125260960,-0.0223,-0.0468,0.0014902941,-0.0021779315,-0.015779,-0.018934
198207,107.09,6.8233,13.9667,1.2065298046,0.1135,0.1461,0.1680,0.1352,-0.0115514057,0.0094583333,0.0051546392,0.0501,0.0540,0.0009585806,-0.0020625268,-0.020199,-0.022058
198208,119.51,6.8367,13.7633,1.0824244710,0.0868,0.1371,0.1632,0.1254,-0.0028573987,0.0072333333,0.0020512821,0.0781,0.0837,0.0064159493,-0.0022225570,0.127402,0.116647
198209,120.42,6.8500,13.5600,1.0885355649,0.0792,0.1294,0.1563,0.1183,0.0005502448,0.0066000000,0.0020470829,0.0618,0.0623,0.0021312598,-0.0018631355,0.010496,0.007717
198210,133.71,6.8567,13.2533,0.9837454120,0.0771,0.1212,0.1473,0.1112,0.0065576356,0.0064250000,0.0030643514,0.0634,0.0759,0.0061259788,-0.0018347028,0.113863,0.111235
198211,138.54,6.8633,12.9467,0.9387268109,0.0807,0.1168,0.1430,0.1125,0.0009576196,0.0067250000,-0.0020366599,-0.0002,0.0201,0.0054916514,-0.0018583802,0.045754,0.037554
198212,140.64,6.8700,12.6400,0.9322147266,0.0794,0.1183,0.1414,0.1095,0.0029892725,0.0066166667,-0.0040816327,0.0312,0.0108,0.0024902422,-0.0013463488,0.016835,0.014676
198301,145.30,6.8833,12.5667,0.9069443153,0.0786,0.1179,0.1394,0.1113,0.0021941592,0.0065500000,0.0020491803,-0.0309,-0.0094,0.0032808725,-0.0013635098,0.035293,0.033317
198302,148.06,6.8967,12.4933,0.8768492387,0.0811,0.1201,0.1395,0.1060,0.0003554158,0.0067583333,0.0010224949,0.0492,0.0428,0.0019116158,-0.0013809871,0.025733,0.018539
198303,152.96,6.9100,12.4200,0.7800677858,0.0835,0.1173,0.1361,0.1083,0.0059928270,0.0069583333,0.0000000000,-0.0094,0.0072,0.0015718242,-0.0012148534,0.035470,0.032459
198304,164.42,6.9200,12.4767,0.7188876203,0.0821,0.1151,0.1329,0.1051,0.0066259484,0.0068416667,0.0071501532,0.0350,0.0548,0.0014237777,-0.0008706069,0.075719,0.074655
198305,162.39,6.9300,12.5333,0.7345955766,0.0819,0.1146,0.1309,0.1112,0.0104283237,0.0068250000,0.0060851927,-0.0386,-0.0324,0.0010846241,-0.0006398717,-0.005687,-0.012100
198306,168.11,6.9400,12.5900,0.7213820420,0.0879,0.1174,0.1337,0.1119,0.0158263726,0.0073250000,0.0030241935,0.0039,-0.0046,0.0013991481,-0.0008278121,0.036970,0.033719
198307,162.56,6.9600,12.8267,0.7350611231,0.0908,0.1215,0.1339,0.1198,0.0253802816,0.0075666667,0.0040201005,-0.0486,-0.0455,0.0022928580,-0.0012450162,-0.031238,-0.032321
198308,164.40,6.9800,13.0633,0.7248223918,0.0934,0.1251,0.1364,0.1210,0.0194752800,0.0077833333,0.0030030030,0.0020,0.0051,0.0013690311,-0.0013006754,0.015864,0.009484
198309,166.07,7.0000,13.3000,0.7148475830,0.0900,0.1237,0.1355,0.1157,0.0231430080,0.0075000000,0.0049900200,0.0505,0.0392,0.0010572741,-0.0018284324,0.014153,0.010885
198310,163.55,7.0300,13.5433,0.7194743715,0.0864,0.1225,0.1346,0.1188,0.0247081458,0.0072000000,0.0029791460,-0.0132,-0.0025,0.0011153538,-0.0017022483,-0.013108,-0.014695
198311,166.40,7.0600,13.7867,0.6908198931,0.0876,0.1241,0.1361,0.1176,0.0266017056,0.0073000000,0.0019801980,0.0183,0.0142,0.0008362863,-0.0015962358,0.023846,0.017363
198312,164.93,7.0900,14.0300,0.7003591178,0.0900,0.1257,0.1375,0.1197,0.0270215769,0.0075000000,0.0009881423,-0.0059,-0.0033,0.0005281068,-0.0016937271,-0.005749,-0.008699
198401,163.41,7.1200,14.4400,0.7221976437,0.0890,0.1220,0.1365,0.1180,0.0306998454,0.0074166667,0.0059230010,0.0244,0.0270,0.0007946188,-0.0020953326,-0.003898,-0.005657
198402,157.06,7.1500,14.8500,0.7634480310,0.0909,0.1208,0.1359,0.1217,0.0266639865,0.0075750000,0.0049067713,-0.0178,-0.0172,0.0020194672,-0.0019284684,-0.034034,-0.039505
198403,159.18,7.1800,15.2600,0.7624754269,0.0952,0.1257,0.1399,0.1253,0.0240677856,0.0079333333,0.0019531250,-0.0156,-0.0235,0.0013545869,-0.0020079516,0.017295,0.013714
198404,160.05,7.2233,15.5733,0.7586589793,0.0969,0.1281,0.1431,0.1284,0.0226452963,0.0080750000,0.0048732943,-0.0105,-0.0073,0.0010355400,-0.0019147215,0.006781,0.005229
